Name,Email,Role,App access,Groups,Date added
Kelly Wells,kelly.wells@ext-591bfe.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:51.326Z
Kelly Wells,kelly.wells@ext-9c4f44.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:43.840Z
Lane Chen,lane.chen@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:05:34.479Z
Lane Davis,lane.davis@ext-387eea.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:18:39.492Z
Lane Flynn,lane.flynn@ext-0ffece.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T20:56:58.383Z
Nash Patel,nash.patel@snaplogic.com,User,Designer,members,2026-01-31T17:26:07.516Z
Lane Jensen,lane.jensen@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:49:21.156Z
Lane Johal,lane.johal@ext-6e4f12.com,User,Designer AutoSync,members,2026-06-29T09:11:20.483Z
Lane Miller,lane.miller@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:42.529Z
Lane Moss,lane.moss@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:04:19.697Z
Nash Singh,nash.singh@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-18T19:07:26.592Z
Lane Torres,lane.torres@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 Bootcamp_US_June_2025,2025-06-27T15:54:51.555Z
Lane Tran,lane.tran@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:53.148Z
Lane Ueda,lane.ueda@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:29.564Z
Noel Flynn,noel.flynn@snaplogic.com,User,Designer,members,2026-01-31T17:26:12.434Z
Lane Ueda,lane.ueda@ext-c4d3f9.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-05-12T15:00:48.151Z
Lane Utley,lane.utley@ext-e95451.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-30T15:49:21.053Z
Lane Zhu,lane.zhu@ext-8e55ec.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:46:37.262Z
Lee Baker,lee.baker@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:17:07.672Z
Lee Brooks,lee.brooks@ext-26da4f.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:07:48.566Z
Lee Cooper,lee.cooper@ext-d8144d.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:29.544Z
Lee Foster,lee.foster@ext-9aa82d.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:12:35.461Z
Lee Holt,lee.holt@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:25.622Z
Lee Ibarra,lee.ibarra@ext-591bfe.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2025-05-07T12:10:12.880Z
Lee Jensen,lee.jensen@ext-a37969.com,User,Designer,members,2025-06-27T14:08:36.705Z
Noel Lopez,noel.lopez@snaplogic.com,Environment admin,Designer,members admins Bootcamp_US_June_2025,2025-02-04T18:14:23.965Z
Lee Knox,lee.knox@ext-445152.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:47.464Z
Lee Luna,lee.luna@ext-a6c512.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-15T15:58:44.309Z
Noel Quinn,noel.quinn@snaplogic.com,User,Designer,members,2024-02-28T21:30:30.344Z
Noel Ueda,noel.ueda@snaplogic.com,User,Designer AutoSync,members,2023-10-13T16:22:33.298Z
Lee Moss,lee.moss@ext-f34ab7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 PartnerOne,2025-06-15T21:24:49.370Z
Noel Vance,noel.vance@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-01-08T11:03:38.113Z
Lee Nguyen,lee.nguyen@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T08:38:52.364Z
Lee Park,lee.park@ext-26da4f.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:44:48.209Z
Lee Reid,lee.reid@ext-591bfe.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:49:48.939Z
Lee Reid,lee.reid@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-15T15:33:28.311Z
Lee Reyes,lee.reyes@ext-2d8726.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:33.501Z
Noel Zhang,noel.zhang@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-01-03T19:21:43.931Z
Oakley Brooks,oakley.brooks@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-11T13:36:53.424Z
Oakley Flynn,oakley.flynn@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 Bootcamp_US_June_2025,2025-06-27T15:47:03.146Z
Lee Ueda,lee.ueda@ext-138750.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025,2025-10-06T16:08:47.361Z
Oakley Garcia,oakley.garcia@snaplogic.com,User,Designer,members,2026-01-31T17:26:18.798Z
Lee Wang,lee.wang@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:09:05.487Z
Oakley Nguyen,oakley.nguyen@snaplogic.com,User,Designer,members,2026-01-31T17:26:23.984Z
Lee Wells,lee.wells@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:16.977Z
Oakley Patel,oakley.patel@snaplogic.com,User,Designer,members,2026-01-31T17:26:29.540Z
Lee York,lee.york@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025 PartnerOne,2025-11-23T18:52:57.800Z
Lee Zhang,lee.zhang@ext-84f9b1.com,User,Designer,members Bootcamp_EMEA_February_2026,2025-10-23T13:22:19.951Z
Oakley Vance,oakley.vance@snaplogic.com,User,Designer,members,2026-01-31T17:27:23.388Z
Lee Zhu,lee.zhu@ext-9bcd09.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:41.280Z
Oakley Wells,oakley.wells@snaplogic.com,User,Designer,members,2026-01-31T17:27:29.405Z
Mack Adams,mack.adams@ext-660f96.com,User,Designer,members PartnerThree PartnerThree_Demos AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2024-12-17T13:19:45.236Z
Parker Baker,parker.baker@snaplogic.com,Environment admin,Designer,members admins,2025-03-18T11:11:37.055Z
Mack Brooks,mack.brooks@ext-6e4f12.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2025-02-24T10:19:56.363Z
Mack Brooks,mack.brooks@ext-ada31f.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:45:00.743Z
Mack Brooks,mack.brooks@ext-b98a80.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:44:36.744Z
Mack Diaz,mack.diaz@ext-7e0fff.com,User,Designer,members PartnerThree PartnerThree_Demos,2024-02-23T11:20:37.507Z
Parker Cooper,parker.cooper@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-03-26T11:37:06.002Z
Parker Miller,parker.miller@snaplogic.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:27:34.462Z
Mack Ellis,mack.ellis@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:43:09.391Z
Parker Ortiz,parker.ortiz@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2024-10-17T16:13:09.530Z
Mack Ellis,mack.ellis@ext-dca959.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:42:32.783Z
Mack Foster,mack.foster@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:16.314Z
Parker Shah,parker.shah@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-09-02T20:32:23.077Z
Piper Ibarra,piper.ibarra@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-08-01T19:14:29.649Z
Piper Jensen,piper.jensen@snaplogic.com,User,Designer,members,2025-07-10T20:42:01.792Z
Mack Ibarra,mack.ibarra@ext-6d35fd.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:03:11.392Z
Mack Jensen,mack.jensen@ext-445152.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:20:25.275Z
Mack Moss,mack.moss@ext-9c4f44.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-10-27T05:16:49.255Z
Piper Moss,piper.moss@snaplogic.com,User,Designer,members AC_Bootcamp_US_February_2026,2023-09-14T10:43:40.043Z
Mack Nash,mack.nash@ext-0a199e.com,User,Designer,members UniversityOne Bootcamp_EMEA_February_2026,2026-02-04T20:54:59.862Z
Mack Osei,mack.osei@ext-7abd01.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:44:01.151Z
Piper Reid,piper.reid@snaplogic.com,User,Designer,members,2026-01-31T17:27:33.224Z
Mack Osei,mack.osei@ext-84f9b1.com,User,Designer,members US_Bootcamp_August_2025,2025-08-11T15:56:06.486Z
Mack Osei,mack.osei@ext-b19511.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:09:24.550Z
Mack Shah,mack.shah@ext-b83977.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_CustomerAlpha,2025-10-06T16:10:09.723Z
Morgan Brooks,morgan.brooks@ext-680c47.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:36.158Z
Morgan Diaz,morgan.diaz@ext-d143fb.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:14:43.992Z
Morgan Ellis,morgan.ellis@ext-f34ab7.com,User,Designer AutoSync,members AgentCreatorTraining_CustomerBravo AgentCreatorBootcamp_EMEA_November_2025,2025-04-28T10:44:03.520Z
Morgan Evans,morgan.evans@ext-84f9b1.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:21:16.132Z
Morgan Lopez,morgan.lopez@ext-f34ab7.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:45:18.189Z
Morgan Park,morgan.park@ext-2c0c28.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026 AgentCreatorBootcampEMEA_June2026,2026-03-22T19:01:04.604Z
Morgan Patel,morgan.patel@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:49:15.487Z
Piper Torres,piper.torres@snaplogic.com,User,Designer,members,2026-01-31T17:27:38.815Z
Morgan Ueda,morgan.ueda@ext-2d8726.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2024-10-29T09:40:06.014Z
Morgan Vance,morgan.vance@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 AC_Bootcamp_US_February_2026,2026-01-11T22:28:05.148Z
Morgan Vance,morgan.vance@ext-f34ab7.com,User,Designer,members Bootcamp_EMEA_February_2026,2025-04-15T07:08:16.196Z
Piper Zhang,piper.zhang@snaplogic.com,User,Designer,members,2026-01-31T17:28:13.036Z
Morgan Yamada,morgan.yamada@ext-9c4f44.com,User,,members_devportal,2024-07-09T07:17:33.133Z
Morgan Zhu,morgan.zhu@ext-445152.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:23:24.881Z
Nash Cooper,nash.cooper@ext-f34ab7.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2024-09-23T14:02:38.324Z
Nash Davis,nash.davis@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:48:39.604Z
Nash Kim,nash.kim@ext-0f31a1.com,User,,members,2024-01-11T10:24:58.696Z
Quinn Chen,quinn.chen@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-11T18:21:11.209Z
Nash Knox,nash.knox@ext-1dfcd7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:21:50.581Z
Quinn Ellis,quinn.ellis@snaplogic.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2023-04-25T16:13:38.130Z
Quinn Garcia,quinn.garcia@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:27.346Z
Quinn Shah,quinn.shah@snaplogic.com,Environment admin,Designer,members admins,2023-08-25T07:30:04.087Z
Nash Lopez,nash.lopez@ext-ef0019.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:03:21.219Z
Nash Nguyen,nash.nguyen@ext-750224.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2025-12-22T15:27:51.725Z
Quinn Vance,quinn.vance@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-05-23T08:35:50.573Z
Nash Ortiz,nash.ortiz@ext-07e691.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-12T09:55:01.324Z
Quinn Yamada,quinn.yamada@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:19:01.739Z
Reese Brooks,reese.brooks@snaplogic.com,Environment admin,Designer,members admins Environment admin,2024-03-28T17:57:14.400Z
Nash Park,nash.park@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:02:39.099Z
Reese Evans,reese.evans@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-04-04T06:37:08.139Z
Nash Torres,nash.torres@ext-7e0fff.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 AgentCreatorBootcamp_EMEA_January_2026,2024-11-01T12:07:14.850Z
Nash Vance,nash.vance@ext-387eea.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:13:10.550Z
Reese Nguyen,reese.nguyen@snaplogic.com,User,Designer,members,2026-01-31T17:28:17.741Z
Nash Vance,nash.vance@ext-7e0fff.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2026-01-11T22:25:01.873Z
Nash Yamada,nash.yamada@ext-1d67bb.com,User,Designer,members CustomerCharlie_AiWorkshop,2024-09-02T13:52:19.103Z
Nash Yamada,nash.yamada@ext-387eea.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:23.564Z
Nash Zhang,nash.zhang@ext-1dfcd7.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025 PartnerOne,2025-11-23T18:53:08.238Z
Noel Adams,noel.adams@ext-6750f5.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:19.124Z
Noel Brooks,noel.brooks@ext-dca959.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:42:43.808Z
Reese Singh,reese.singh@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-05-19T16:43:13.385Z
Noel Evans,noel.evans@ext-b4b17f.com,User,Designer,members PartnerTwo AgentCreatorBootcamp_EMEA_January_2026,2025-07-30T04:50:36.888Z
Noel Grant,noel.grant@ext-387eea.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:46:26.562Z
Noel Johal,noel.johal@ext-f34ab7.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:46:37.523Z
Noel Miller,noel.miller@ext-51bb1d.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:19:23.598Z
Reese Vega,reese.vega@snaplogic.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:45:05.824Z
Noel Nash,noel.nash@ext-c1bbf2.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:30:06.651Z
Noel Reid,noel.reid@ext-9c4f44.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:13:39.905Z
Noel Singh,noel.singh@ext-f34ab7.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2025-01-28T09:50:38.189Z
River Evans,river.evans@snaplogic.com,Environment admin,Designer,members admins,2023-08-23T11:25:54.240Z
Noel Torres,noel.torres@ext-26da4f.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2024-05-02T09:26:57.166Z
Noel Zhang,noel.zhang@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:47:24.234Z
Oakley Adams,oakley.adams@ext-9832b7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:10:30.368Z
Oakley Adams,oakley.adams@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:37.279Z
Oakley Brooks,oakley.brooks@ext-26da4f.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:15:26.811Z
Oakley Diaz,oakley.diaz@ext-80929f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:11.403Z
Oakley Evans,oakley.evans@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-19T12:42:46.151Z
Oakley Foster,oakley.foster@ext-f34ab7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_AMEA_August_2025 PartnerOne,2025-06-15T21:24:29.681Z
Oakley Garcia,oakley.garcia@ext-bd4de8.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:47:14.921Z
Oakley Harris,oakley.harris@ext-0ffece.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:13:01.427Z
River Holt,river.holt@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-13T16:24:06.408Z
River Knox,river.knox@snaplogic.com,User,Designer AutoSync,members,2024-05-22T13:08:46.496Z
River Wang,river.wang@snaplogic.com,Environment admin,Designer,members admins,2023-10-04T11:09:38.930Z
Oakley Ibarra,oakley.ibarra@ext-0a199e.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2026-03-22T19:06:05.912Z
Sage York,sage.york@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-07-24T18:03:14.381Z
Skyler Chen,skyler.chen@snaplogic.com,Environment admin,Designer,members admins,2023-09-29T06:50:20.796Z
Skyler Diaz,skyler.diaz@snaplogic.com,User,Designer AutoSync,members,2023-08-28T19:51:02.952Z
Skyler Flynn,skyler.flynn@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-03-08T11:50:04.214Z
Skyler Grant,skyler.grant@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:37:49.681Z
Skyler Iyer,skyler.iyer@snaplogic.com,Environment admin,Designer AutoSync,members admins,2025-04-17T12:13:14.423Z
Skyler Jensen,skyler.jensen@snaplogic.com,Environment admin,Designer,members admins,2023-06-30T10:07:30.995Z
Oakley Iyer,oakley.iyer@ext-c1bbf2.com,User,Designer AutoSync,members AgentCreatorTraining,2025-04-07T08:22:12.556Z
Oakley Johal,oakley.johal@ext-84f9b1.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T21:00:49.666Z
Oakley Johal,oakley.johal@ext-be7e99.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:51:39.260Z
Oakley Kim,oakley.kim@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:25:57.869Z
Oakley Knox,oakley.knox@ext-ef0019.com,User,Designer,members US_Bootcamp_August_2025,2025-08-11T15:53:36.505Z
Oakley Lopez,oakley.lopez@ext-de7e3d.com,User,Designer AutoSync,members AgentCreatorTraining_CustomerBravo,2025-04-28T10:44:17.498Z
Oakley Miller,oakley.miller@ext-7e0fff.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:33.736Z
Oakley Nash,oakley.nash@ext-1dfcd7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T20:57:45.731Z
Oakley Nash,oakley.nash@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:28:48.242Z
Skyler Moss,skyler.moss@snaplogic.com,User,Designer,members,2026-01-31T17:28:24.263Z
Oakley Osei,oakley.osei@ext-7e0fff.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:59.646Z
Skyler Reid,skyler.reid@snaplogic.com,User,Designer,members,2026-01-31T17:28:28.978Z
Oakley Park,oakley.park@ext-5ad5df.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:17:00.149Z
Oakley Shah,oakley.shah@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T20:58:03.977Z
Skyler Singh,skyler.singh@snaplogic.com,User,Designer,members,2026-01-31T17:28:34.607Z
Oakley Torres,oakley.torres@ext-1dfcd7.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 PartnerOne,2025-08-11T07:57:34.380Z
Oakley Tran,oakley.tran@ext-591bfe.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:13:47.476Z
Skyler York,skyler.york@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-08-28T19:51:01.690Z
Oakley Ueda,oakley.ueda@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:51:26.922Z
Oakley Ueda,oakley.ueda@ext-b33960.com,User,Designer,members customer_delta_mobility AgentCreatorTraining_CustomerBravo,2024-12-06T11:17:20.765Z
Oakley Vance,oakley.vance@ext-9bcd09.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:34.048Z
Oakley Wang,oakley.wang@ext-26da4f.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:46:51.837Z
Oakley Wang,oakley.wang@ext-36a867.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025 AC_Bootcamp_US_February_2026 Bootcamp_EMEA_February_2026,2025-11-23T18:45:00.300Z
Oakley Wang,oakley.wang@ext-445152.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:11.797Z
Oakley Wells,oakley.wells@ext-49cce2.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:27:51.845Z
Oakley Wells,oakley.wells@ext-9c4f44.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2025-10-17T06:46:17.841Z
Oakley York,oakley.york@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:10:45.865Z
Oakley York,oakley.york@ext-2b7a1c.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2026-03-22T19:01:29.746Z
Oakley York,oakley.york@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2025-02-24T10:17:43.600Z
Tatum Brooks,tatum.brooks@snaplogic.com,User,Designer,members,2026-01-31T17:28:42.241Z
Parker Baker,parker.baker@ext-d00c77.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:52:37.438Z
Parker Flynn,parker.flynn@ext-524d8d.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:39:38.479Z
Parker Flynn,parker.flynn@ext-591bfe.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:47:21.556Z
Parker Holt,parker.holt@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:48:56.182Z
Tatum Garcia,tatum.garcia@snaplogic.com,User,Designer,members,2026-01-31T17:29:44.071Z
Tatum Grant,tatum.grant@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-05-04T22:04:23.887Z
Tatum Holt,tatum.holt@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-12-02T18:29:29.790Z
Tatum Jensen,tatum.jensen@snaplogic.com,User,Designer,members,2025-07-02T22:29:17.654Z
Parker Quinn,parker.quinn@ext-3d54e7.com,User,Designer,members PartnersReadOnly,2024-03-20T15:54:42.255Z
Parker Reid,parker.reid@ext-2d8726.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:05:20.757Z
Tatum Miller,tatum.miller@snaplogic.com,User,Designer,members,2025-04-27T16:10:34.182Z
Tatum Moss,tatum.moss@snaplogic.com,User,Designer,members,2025-04-27T16:11:30.960Z
Tatum Nguyen,tatum.nguyen@snaplogic.com,User,Designer,members,2025-04-27T16:12:15.909Z
Tatum Reyes,tatum.reyes@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-08-29T18:46:40.843Z
Parker Shah,parker.shah@ext-591bfe.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-03-07T10:03:53.136Z
Tatum Utley,tatum.utley@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 AgentCreatorBootcamp_EMEA_October_2025,2024-02-20T16:10:34.374Z
Tatum Xu,tatum.xu@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_EMEA_May_2025,2023-09-29T09:34:04.946Z
Parker Singh,parker.singh@ext-387eea.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-03-17T11:07:33.327Z
Parker Singh,parker.singh@ext-8de689.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 AC_Bootcamp_US_February_2026,2026-01-11T22:26:12.015Z
Parker Utley,parker.utley@ext-591bfe.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:19:36.704Z
Parker Wells,parker.wells@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:10.187Z
Parker Zhu,parker.zhu@ext-f34ab7.com,User,Designer,members AgentCreatorBootcamp_CustomerAlpha,2026-07-20T05:20:05.689Z
Piper Davis,piper.davis@ext-ef0c92.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:46.933Z
Piper Flynn,piper.flynn@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:18:08.327Z
Piper Garcia,piper.garcia@ext-dca959.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:18.979Z
Piper Park,piper.park@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-09-18T11:42:26.568Z
Piper Park,piper.park@ext-9c4f44.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:45.361Z
Piper Singh,piper.singh@ext-4bd7cd.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2025-11-19T05:55:02.120Z
